country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",06-04-2025 14:00:00,28.964949,77.278761,PM2.5,40.0,351.0,145.0
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",06-04-2025 14:00:00,28.6603346,77.3572563,NH3,6.0,14.0,10.0
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",06-04-2025 14:00:00,28.6603346,77.3572563,SO2,6.0,35.0,20.0
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",06-04-2025 14:00:00,26.730136,83.433859,OZONE,8.0,28.0,16.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",06-04-2025 14:00:00,28.557054,77.453663,PM2.5,23.428571428571427,87.67038007863695,48.31651376146789
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",06-04-2025 14:00:00,28.964949,77.278761,SO2,6.0,116.0,54.0
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",06-04-2025 14:00:00,28.359581,79.414455,PM2.5,23.428571428571427,87.67038007863695,48.31651376146789
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",06-04-2025 14:00:00,28.359581,79.414455,PM10,23.428571428571427,87.67038007863695,48.31651376146789
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",06-04-2025 14:00:00,28.359581,79.414455,NO2,2.0,3.0,2.0
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",06-04-2025 14:00:00,28.757294,77.278792,NO2,65.0,149.0,116.0
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",06-04-2025 14:00:00,28.757294,77.278792,NH3,5.0,19.0,13.0
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",06-04-2025 14:00:00,28.757294,77.278792,CO,68.0,104.0,99.0
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",06-04-2025 14:00:00,28.685382,77.453839,NH3,6.0,12.0,8.0
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",06-04-2025 14:00:00,27.168897,78.37696,PM10,49.0,144.0,86.0
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",06-04-2025 14:00:00,28.757294,77.278792,PM10,142.0,446.0,283.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",06-04-2025 14:00:00,28.557054,77.453663,NO2,35.0,139.0,76.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",06-04-2025 14:00:00,28.557054,77.453663,SO2,10.0,41.0,25.0
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",06-04-2025 14:00:00,28.725645,77.749675,NO2,25.0,142.0,73.0
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",06-04-2025 14:00:00,25.4547,78.6039,NO2,6.0,7.0,6.0
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",06-04-2025 14:00:00,26.428282,80.327067,NH3,2.0,2.0,2.0
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",06-04-2025 14:00:00,26.428282,80.327067,OZONE,5.0,38.0,23.0
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",06-04-2025 14:00:00,26.509954,80.249612,CO,26.0,38.0,34.0
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",06-04-2025 14:00:00,28.2348927,77.8683002,NO2,3.0,4.0,3.0
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",06-04-2025 14:00:00,28.2348927,77.8683002,NH3,1.0,1.0,1.0
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",06-04-2025 14:00:00,26.766433,80.927299,NO2,12.0,13.0,12.0
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",06-04-2025 14:00:00,26.766433,80.927299,NH3,2.0,5.0,4.0
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",06-04-2025 14:00:00,26.766433,80.927299,OZONE,2.0,99.0,60.0
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",06-04-2025 14:00:00,26.86812,81.005119,PM2.5,59.0,284.0,124.0
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",06-04-2025 14:00:00,29.06351,77.709723,CO,21.0,94.0,36.0
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",06-04-2025 14:00:00,29.06351,77.709723,OZONE,15.0,86.0,47.0
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",06-04-2025 14:00:00,28.83526,78.7446,PM10,34.0,101.0,69.0
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",06-04-2025 14:00:00,26.906111,80.948222,NH3,3.0,20.0,14.0
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",06-04-2025 14:00:00,26.90723,80.98579,PM2.5,17.0,81.0,40.0
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",06-04-2025 14:00:00,26.90723,80.98579,CO,4.0,24.0,19.0
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",06-04-2025 14:00:00,28.83526,78.7446,OZONE,9.0,50.0,11.0
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",06-04-2025 14:00:00,28.840739,78.697531,PM10,36.0,132.0,81.0
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",06-04-2025 14:00:00,26.8458805,80.9365541,PM10,23.428571428571427,87.67038007863695,48.31651376146789
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",06-04-2025 14:00:00,26.83399722,80.8917361,NO2,31.0,48.0,38.0
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",06-04-2025 14:00:00,26.83399722,80.8917361,CO,14.0,50.0,25.0
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",06-04-2025 14:00:00,26.83399722,80.8917361,OZONE,2.0,81.0,21.0
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",06-04-2025 14:00:00,29.06351,77.709723,PM10,67.0,176.0,130.0
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",06-04-2025 14:00:00,29.06351,77.709723,NO2,12.0,35.0,23.0
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",06-04-2025 14:00:00,26.86812,81.005119,SO2,8.0,11.0,10.0
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",06-04-2025 14:00:00,28.802625,78.753728,OZONE,22.0,98.0,49.0
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",06-04-2025 14:00:00,29.4723508,77.7194031,NO2,17.0,84.0,35.0
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",06-04-2025 14:00:00,28.5447608,77.3231257,NH3,13.0,21.0,16.0
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",06-04-2025 14:00:00,28.5447608,77.3231257,SO2,23.0,49.0,32.0
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",06-04-2025 14:00:00,28.5447608,77.3231257,OZONE,2.0,159.0,52.0
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",06-04-2025 14:00:00,28.856664,78.772638,NH3,6.0,7.0,6.0
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",06-04-2025 14:00:00,28.849399,78.742362,PM2.5,14.0,86.0,46.0
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",06-04-2025 14:00:00,28.849399,78.742362,SO2,19.0,78.0,37.0
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",06-04-2025 14:00:00,28.849399,78.742362,CO,15.0,39.0,29.0
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",06-04-2025 14:00:00,28.802625,78.753728,PM10,36.0,113.0,79.0
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",06-04-2025 14:00:00,25.301778,82.996789,NH3,1.0,1.0,1.0
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",06-04-2025 14:00:00,25.301778,82.996789,OZONE,2.0,34.0,17.0
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",06-04-2025 14:00:00,25.262326,82.995408,PM2.5,29.0,241.0,92.0
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",06-04-2025 14:00:00,25.262326,82.995408,NO2,2.0,2.0,2.0
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",06-04-2025 14:00:00,25.32393,82.99687,NH3,1.0,1.0,1.0
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",06-04-2025 14:00:00,25.32393,82.99687,SO2,28.0,34.0,29.0
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",06-04-2025 14:00:00,28.840739,78.697531,SO2,6.0,90.0,42.0
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",06-04-2025 14:00:00,25.494,81.863,PM10,73.0,172.0,119.0
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",06-04-2025 14:00:00,28.88528,78.7388,NO2,11.0,16.0,15.0
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",06-04-2025 14:00:00,25.44919916,81.82735986,CO,5.0,48.0,14.0
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",06-04-2025 14:00:00,28.5898,77.3101,PM10,18.0,118.0,58.0
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",06-04-2025 14:00:00,23.567923,87.306843,NO2,4.0,47.0,18.0
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",06-04-2025 14:00:00,23.567923,87.306843,SO2,7.0,49.0,19.0
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",06-04-2025 14:00:00,23.508764,87.35444,CO,45.0,109.0,67.0
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",06-04-2025 14:00:00,22.06047,88.109737,NH3,4.0,5.0,5.0
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",06-04-2025 14:00:00,22.06047,88.109737,SO2,6.0,29.0,17.0
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",06-04-2025 14:00:00,22.611968,88.347422,OZONE,8.0,13.0,10.0
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",06-04-2025 14:00:00,22.5687319,88.2797276,NO2,8.0,26.0,16.0
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",06-04-2025 14:00:00,22.5367507,88.3638022,PM10,56.0,110.0,79.0
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",06-04-2025 14:00:00,22.58157048,88.41002457,CO,21.0,30.0,22.0
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",06-04-2025 14:00:00,25.32393,82.99687,CO,14.0,131.0,55.0
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",06-04-2025 14:00:00,27.571409,77.655757,PM10,16.0,128.0,76.0
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",06-04-2025 14:00:00,27.571409,77.655757,NO2,12.0,12.0,12.0
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",06-04-2025 14:00:00,27.571409,77.655757,NH3,1.0,2.0,2.0
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",06-04-2025 14:00:00,27.571409,77.655757,CO,19.0,48.0,42.0
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",06-04-2025 14:00:00,23.616515,87.119133,SO2,12.0,62.0,24.0
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",06-04-2025 14:00:00,23.616515,87.119133,OZONE,15.0,119.0,55.0
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",06-04-2025 14:00:00,22.7605581,88.3617589,NO2,12.0,27.0,17.0
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",06-04-2025 14:00:00,30.075911,78.2859547,PM10,55.0,113.0,82.0
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",06-04-2025 14:00:00,23.685297,86.945968,PM2.5,33.0,347.0,150.0
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",06-04-2025 14:00:00,22.629801,88.352017,PM10,52.0,136.0,88.0
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",06-04-2025 14:00:00,22.554954,88.292568,CO,28.0,42.0,30.0
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",06-04-2025 14:00:00,22.554954,88.292568,OZONE,11.0,69.0,30.0
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",06-04-2025 14:00:00,23.685297,86.945968,OZONE,19.0,76.0,50.0
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",06-04-2025 14:00:00,23.618183,87.105718,NO2,8.0,108.0,28.0
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",06-04-2025 14:00:00,30.269444,78.044167,CO,14.0,26.0,18.0
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",06-04-2025 14:00:00,30.075911,78.2859547,PM2.5,42.0,151.0,70.0
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",06-04-2025 14:00:00,22.611968,88.347422,CO,2.0,40.0,2.0
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",06-04-2025 14:00:00,22.627847,88.380669,PM10,47.0,101.0,68.0
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",06-04-2025 14:00:00,22.627847,88.380669,CO,25.0,45.0,27.0
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",06-04-2025 14:00:00,22.51106,88.35142,PM2.5,35.0,70.0,51.0
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",06-04-2025 14:00:00,22.51106,88.35142,PM10,42.0,74.0,57.0
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",06-04-2025 14:00:00,22.5448082,88.3403691,NH3,5.0,5.0,5.0
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",06-04-2025 14:00:00,22.5448082,88.3403691,CO,16.0,80.0,23.0
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",06-04-2025 14:00:00,22.5448082,88.3403691,OZONE,24.0,128.0,47.0
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",06-04-2025 14:00:00,26.6879226,88.4152495,OZONE,14.0,62.0,41.0
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",06-04-2025 14:00:00,16.536107,80.594233,NO2,13.0,18.0,14.0
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",06-04-2025 14:00:00,16.536107,80.594233,NH3,4.0,7.0,4.0
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",06-04-2025 14:00:00,16.536107,80.594233,SO2,7.0,8.0,7.0
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",06-04-2025 14:00:00,16.486692,80.699436,NH3,4.0,7.0,5.0
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",06-04-2025 14:00:00,16.486692,80.699436,SO2,17.0,18.0,18.0
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",06-04-2025 14:00:00,16.486692,80.699436,CO,12.0,31.0,24.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",06-04-2025 14:00:00,16.509717,80.612222,PM10,62.0,89.0,75.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",06-04-2025 14:00:00,16.509717,80.612222,NH3,2.0,5.0,3.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",06-04-2025 14:00:00,16.554731,80.64911,PM2.5,56.0,92.0,71.0
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 14:00:00,14.675886,77.593027,NH3,6.0,21.0,10.0
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 14:00:00,14.675886,77.593027,SO2,7.0,11.0,10.0
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 14:00:00,14.675886,77.593027,CO,4.0,15.0,12.0
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",06-04-2025 14:00:00,13.20488,79.097889,NO2,2.0,17.0,12.0
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",06-04-2025 14:00:00,14.465052,78.824187,NO2,10.0,23.0,13.0
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",06-04-2025 14:00:00,14.465052,78.824187,SO2,15.0,16.0,15.0
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",06-04-2025 14:00:00,11.654054,92.734055,PM2.5,2.0,5.0,4.0
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",06-04-2025 14:00:00,11.654054,92.734055,SO2,2.0,42.0,21.0
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",06-04-2025 14:00:00,11.654054,92.734055,CO,18.0,100.0,32.0
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",06-04-2025 14:00:00,16.5150833,80.5181667,SO2,8.0,37.0,12.0
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",06-04-2025 14:00:00,17.72,83.3,SO2,7.0,12.0,9.0
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",06-04-2025 14:00:00,17.72,83.3,CO,8.0,46.0,18.0
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",06-04-2025 14:00:00,27.103358,93.679645,PM2.5,23.428571428571427,87.67038007863695,48.31651376146789
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",06-04-2025 14:00:00,27.103358,93.679645,CO,23.428571428571427,87.67038007863695,48.31651376146789
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",06-04-2025 14:00:00,16.9872867,81.7363176,CO,5.0,101.0,37.0
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",06-04-2025 14:00:00,13.615387,79.40923,PM2.5,42.0,245.0,103.0
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",06-04-2025 14:00:00,26.181742,91.78063,NO2,3.0,4.0,3.0
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",06-04-2025 14:00:00,26.349082,92.68449,PM2.5,38.0,100.0,71.0
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",06-04-2025 14:00:00,26.349082,92.68449,NH3,4.0,4.0,4.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",06-04-2025 14:00:00,16.554731,80.64911,PM10,48.0,80.0,61.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",06-04-2025 14:00:00,16.554731,80.64911,SO2,4.0,19.0,14.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",06-04-2025 14:00:00,16.554731,80.64911,CO,38.0,62.0,51.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",06-04-2025 14:00:00,16.554731,80.64911,OZONE,34.0,72.0,55.0
India,Assam,Guwahati,"IITG, Guwahati - PCBA",06-04-2025 14:00:00,26.2028636,91.70046436,NO2,1.0,8.0,2.0
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",06-04-2025 14:00:00,26.10887,91.589544,NO2,18.0,23.0,20.0
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",06-04-2025 14:00:00,26.071318,91.87488,PM2.5,23.428571428571427,87.67038007863695,48.31651376146789
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",06-04-2025 14:00:00,26.071318,91.87488,NO2,23.428571428571427,87.67038007863695,48.31651376146789
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",06-04-2025 14:00:00,16.9872867,81.7363176,PM2.5,18.0,53.0,34.0
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",06-04-2025 14:00:00,25.204762,85.51496,CO,23.428571428571427,87.67038007863695,48.31651376146789
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",06-04-2025 14:00:00,25.56752,83.966379,NO2,4.0,5.0,5.0
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",06-04-2025 14:00:00,25.7808257,84.7446768,NO2,4.0,81.0,21.0
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",06-04-2025 14:00:00,24.7955,84.9994,SO2,13.0,15.0,14.0
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",06-04-2025 14:00:00,24.792403,84.992416,PM10,89.0,281.0,164.0
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",06-04-2025 14:00:00,24.762518,84.982348,PM10,40.0,105.0,76.0
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",06-04-2025 14:00:00,24.762518,84.982348,NO2,17.0,25.0,22.0
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",06-04-2025 14:00:00,25.560083,87.553265,PM2.5,27.0,233.0,77.0
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",06-04-2025 14:00:00,25.560083,87.553265,PM10,20.0,119.0,56.0
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",06-04-2025 14:00:00,26.0881305,87.93840336,PM2.5,23.428571428571427,87.67038007863695,48.31651376146789
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",06-04-2025 14:00:00,26.0881305,87.93840336,PM10,23.428571428571427,87.67038007863695,48.31651376146789
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",06-04-2025 14:00:00,26.63086,84.90051,CO,24.0,108.0,51.0
India,Bihar,Munger,"Town Hall, Munger - BSPCB",06-04-2025 14:00:00,25.376776,86.471523,NH3,6.0,8.0,7.0
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",06-04-2025 14:00:00,26.11442,85.39813,CO,19.0,122.0,36.0
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",06-04-2025 14:00:00,25.251013,86.989001,SO2,23.0,53.0,40.0
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",06-04-2025 14:00:00,25.251013,86.989001,CO,11.0,17.0,14.0
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",06-04-2025 14:00:00,25.265194,87.012947,PM10,100.0,386.0,159.0
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",06-04-2025 14:00:00,25.265194,87.012947,SO2,44.0,110.0,83.0
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",06-04-2025 14:00:00,24.75746,84.366208,CO,12.0,38.0,34.0
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",06-04-2025 14:00:00,25.42742023,86.13886079,PM2.5,55.0,315.0,171.0
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",06-04-2025 14:00:00,26.446912,91.439057,NH3,1.0,1.0,1.0
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",06-04-2025 14:00:00,26.446912,91.439057,SO2,2.0,6.0,3.0
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",06-04-2025 14:00:00,26.446912,91.439057,CO,14.0,51.0,29.0
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",06-04-2025 14:00:00,25.42742023,86.13886079,OZONE,2.0,25.0,6.0
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",06-04-2025 14:00:00,26.146529,87.454184,PM2.5,42.0,203.0,78.0
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",06-04-2025 14:00:00,25.5626095,84.663264,PM10,63.0,160.0,106.0
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",06-04-2025 14:00:00,25.859655,85.77944,PM10,63.0,240.0,131.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",06-04-2025 14:00:00,24.952822,84.002396,PM10,69.0,185.0,112.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",06-04-2025 14:00:00,24.952822,84.002396,SO2,5.0,5.0,5.0
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",06-04-2025 14:00:00,26.2271665,84.3570427,NH3,1.0,3.0,2.0
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",06-04-2025 14:00:00,25.610369,85.132568,OZONE,41.0,43.0,42.0
India,Bihar,Patna,"Muradpur, Patna - BSPCB",06-04-2025 14:00:00,25.619651,85.147382,NO2,7.0,95.0,39.0
India,Bihar,Patna,"Muradpur, Patna - BSPCB",06-04-2025 14:00:00,25.619651,85.147382,NH3,1.0,17.0,6.0
India,Bihar,Patna,"Muradpur, Patna - BSPCB",06-04-2025 14:00:00,25.619651,85.147382,CO,32.0,70.0,52.0
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",06-04-2025 14:00:00,26.1209,85.3647,CO,10.0,22.0,10.0
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",06-04-2025 14:00:00,25.586562,85.043586,NH3,2.0,3.0,3.0
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",06-04-2025 14:00:00,25.586562,85.043586,SO2,2.0,8.0,5.0
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",06-04-2025 14:00:00,25.0328,85.41948,PM2.5,33.0,332.0,96.0
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",06-04-2025 14:00:00,25.0328,85.41948,PM10,33.0,199.0,76.0
